Key,Source,Context,Changes,English,japanese,german
SledgeMasteryRank7Desc,progression,skills,New,"+38% Entity Damage, Attack Speed\n+152% Block Damage",対ブロックダメージ+152%\n対エンテティダメージ&攻撃速度+38%,"+38% Schaden, Angriffstempo\n+152% Blockschaden"
SledgeMasteryRank8Desc,progression,skills,New,"+42% Entity Damage, Attack Speed\n+168% Block Damage",対ブロックダメージ+168%\n対エンテティダメージ&攻撃速度+42%,"+42% Schaden, Angriffstempo\n+168% Blockschaden"
SledgeMasteryRank9Desc,progression,skills,New,"+46% Entity Damage, Attack Speed\n+184% Block Damage",対ブロックダメージ+184%\n対エンテティダメージ&攻撃速度+46%,"+46% Schaden, Angriffstempo\n+184% Blockschaden"
SledgeMasteryRank10Desc,progression,skills,New,"+50% Entity Damage, Attack Speed\n+200% Block Damage",対ブロックダメージ+200%\n対エンテティダメージ&攻撃速度+50%,"+50% Schaden, Angriffstempo\n+200% Blockschaden"
SledgeMasteryRank1LongDesc,progression,skills,New,Increase your entity damage and attack speed with sledgehammers by 6% and block damage by 24%.,スレッジハンマーの対ブロックダメージを24%、対エンテティダメージ&攻撃速度を6%上昇させます。,"Erhöhe deinen Schaden und dein Angriffstempo mit Vorschlaghämmern um 6%, sowie den Blockschaden um 24%."
SledgeMasteryRank2LongDesc,progression,skills,New,Increase your entity damage and attack speed with sledgehammers by 12% and block damage by 48%.,スレッジハンマーの対ブロックダメージを48%、対エンテティダメージ&攻撃速度を12%上昇させます。,"Erhöhe deinen Schaden und dein Angriffstempo mit Vorschlaghämmern um 12%, sowie den Blockschaden um 48%."
SledgeMasteryRank3LongDesc,progression,skills,New,Increase your entity damage and attack speed with sledgehammers by 18% and block damage by 72%.,スレッジハンマーの対ブロックダメージを72%、対エンテティダメージ&攻撃速度を18%上昇させます。,"Erhöhe deinen Schaden und dein Angriffstempo mit Vorschlaghämmern um 18%, sowie den Blockschaden um 72%."
SledgeMasteryRank4LongDesc,progression,skills,New,Increase your entity damage and attack speed with sledgehammers by 24% and block damage by 96%.,スレッジハンマーの対ブロックダメージを96%、対エンテティダメージ&攻撃速度を24%上昇させます。,"Erhöhe deinen Schaden und dein Angriffstempo mit Vorschlaghämmern um 24%, sowie den Blockschaden um 96%."
SledgeMasteryRank5LongDesc,progression,skills,New,Increase your entity damage and attack speed with sledgehammers by 30% and block damage by 120%.,スレッジハンマーの対ブロックダメージを120%、対エンテティダメージ&攻撃速度を30%上昇させます。,"Erhöhe deinen Schaden und dein Angriffstempo mit Vorschlaghämmern um 30%, sowie den Blockschaden um 120%."
SledgeMasteryRank6LongDesc,progression,skills,New,Increase your entity damage and attack speed with sledgehammers by 34% and block damage by 136%.,スレッジハンマーの対ブロックダメージを136%、対エンテティダメージ&攻撃速度を34%上昇させます。,"Erhöhe deinen Schaden und dein Angriffstempo mit Vorschlaghämmern um 34%, sowie den Blockschaden um 136%."
SledgeMasteryRank7LongDesc,progression,skills,New,Increase your entity damage and attack speed with sledgehammers by 38% and block damage by 152%.,スレッジハンマーの対ブロックダメージを152%、対エンテティダメージ&攻撃速度を38%上昇させます。,"Erhöhe deinen Schaden und dein Angriffstempo mit Vorschlaghämmern um 38%, sowie den Blockschaden um 152%."
SledgeMasteryRank8LongDesc,progression,skills,New,Increase your entity damage and attack speed with sledgehammers by 42% and block damage by 168%.,スレッジハンマーの対ブロックダメージを168%、対エンテティダメージ&攻撃速度を42%上昇させます。,"Erhöhe deinen Schaden und dein Angriffstempo mit Vorschlaghämmern um 42%, sowie den Blockschaden um 168%."
SledgeMasteryRank9LongDesc,progression,skills,New,Increase your entity damage and attack speed with sledgehammers by 46% and block damage by 186%.,スレッジハンマーの対ブロックダメージを184%、対エンテティダメージ&攻撃速度を46%上昇させます。,"Erhöhe deinen Schaden und dein Angriffstempo mit Vorschlaghämmern um 46%, sowie den Blockschaden um 184%."
SledgeMasteryRank10LongDesc,progression,skills,New,Increase your entity damage and attack speed with sledgehammers by 50% and block damage by 200%.,スレッジハンマーの対ブロックダメージを200%、対エンテティダメージ&攻撃速度を50%上昇させます。,"Erhöhe deinen Schaden und dein Angriffstempo mit Vorschlaghämmern um 50%, sowie den Blockschaden um 200%."

BrawlingMasteryName,progression,skills,New,Brawling Mastery,喧嘩番長,Schlägerei-Experte
BrawlingMasteryDesc,progression,skills,New,You've mastered the arts of brawling.,喧嘩の技術を習得し、拳系の攻撃力と速度が上昇した。,Du hast dich auf den Faustkampf spezialisiert.
BrawlingMasteryRank1Desc,progression,skills,New,"+6% Entity Damage, Attack Speed",ダメージ&攻撃速度+6%,"+6% Schaden, Angriffstempo"
BrawlingMasteryRank2Desc,progression,skills,New,"+12% Entity Damage, Attack Speed",ダメージ&攻撃速度+12%,"+12% Schaden, Angriffstempo"
BrawlingMasteryRank3Desc,progression,skills,New,"+18% Entity Damage, Attack Speed",ダメージ&攻撃速度+18%,"+18% Schaden, Angriffstempo"
BrawlingMasteryRank4Desc,progression,skills,New,"+24% Entity Damage, Attack Speed",ダメージ&攻撃速度+24%,"+24% Schaden, Angriffstempo"
BrawlingMasteryRank5Desc,progression,skills,New,"+30% Entity Damage, Attack Speed\n10% faster movement",ダメージ&攻撃速度+30%\n拳系使用時移動速度+10%,"+30% Schaden, Angriffstempo\n+10% Lauftempo."
BrawlingMasteryRank6Desc,progression,skills,New,"+34% Entity Damage, Attack Speed\n10% faster movement",ダメージ&攻撃速度+34%\n拳系使用時移動速度+10%,"+34% Schaden, Angriffstempo\n+10% Lauftempo."
BrawlingMasteryRank7Desc,progression,skills,New,"+38% Entity Damage, Attack Speed\n10% faster movement",ダメージ&攻撃速度+38%\n拳系使用時移動速度+10%,"+38% Schaden, Angriffstempo\n+10% Lauftempo."
BrawlingMasteryRank8Desc,progression,skills,New,"+42% Entity Damage, Attack Speed\n10% faster movement",ダメージ&攻撃速度+42%\n拳系使用時移動速度+10%,"+42% Schaden, Angriffstempo\n+10% Lauftempo."
BrawlingMasteryRank9Desc,progression,skills,New,"+46% Entity Damage, Attack Speed\n10% faster movement",ダメージ&攻撃速度+46%\n拳系使用時移動速度+10%,"+46% Schaden, Angriffstempo\n+10% Lauftempo."
BrawlingMasteryRank10Desc,progression,skills,New,"+50% Entity Damage, Attack Speed\n20% faster movement",ダメージ&攻撃速度+50%\n拳系使用時移動速度+20%,"+50% Schaden, Angriffstempo\n+20% Lauftempo."
BrawlingMasteryRank1LongDesc,progression,skills,New,"Increase your entity damage and attack speed with your fists and knuckles by 6%",攻撃力と攻撃速度を6%上昇させます。,"Erhöhe deinen Schaden und dein Angriffstempo im Faustkampf um 6%."
BrawlingMasteryRank2LongDesc,progression,skills,New,"Increase your entity damage and attack speed with your fists and knuckles by 12%",攻撃力と攻撃速度を12%上昇させます。,"Erhöhe deinen Schaden und dein Angriffstempo im Faustkampf um 12%."
BrawlingMasteryRank3LongDesc,progression,skills,New,"Increase your entity damage and attack speed with your fists and knuckles by 18%",攻撃力と攻撃速度を18%上昇させます。,"Erhöhe deinen Schaden und dein Angriffstempo im Faustkampf um 18%."
BrawlingMasteryRank4LongDesc,progression,skills,New,"Increase your entity damage and attack speed with your fists and knuckles by 24%",攻撃力と攻撃速度を24%上昇させます。,"Erhöhe deinen Schaden und dein Angriffstempo im Faustkampf um 24%."
BrawlingMasteryRank5LongDesc,progression,skills,New,"Increase your entity damage and attack speed with your fists and knuckles by 30%. Also you are able to move 10% faster while using your fists or knuckles.",攻撃力と攻撃速度を30%上昇させ、拳系武器使用時の移動速度を+10%します。,"Erhöhe deinen Schaden und dein Angriffstempo im Faustkampf um 30%. Außerdem erhöht sich dein Lauftempo um 10%."
BrawlingMasteryRank6LongDesc,progression,skills,New,"Increase your entity damage and attack speed with your fists and knuckles by 34%. Also you are able to move 10% faster while using your fists or knuckles.",攻撃力と攻撃速度を34%上昇させ、拳系武器使用時の移動速度を+10%します。,"Erhöhe deinen Schaden und dein Angriffstempo im Faustkampf um 34%. Außerdem erhöht sich dein Lauftempo um 10%."
BrawlingMasteryRank7LongDesc,progression,skills,New,"Increase your entity damage and attack speed with your fists and knuckles by 38%. Also you are able to move 10% faster while using your fists or knuckles.",攻撃力と攻撃速度を38%上昇させ、拳系武器使用時の移動速度を+10%します。,"Erhöhe deinen Schaden und dein Angriffstempo im Faustkampf um 38%. Außerdem erhöht sich dein Lauftempo um 10%."
BrawlingMasteryRank8LongDesc,progression,skills,New,"Increase your entity damage and attack speed with your fists and knuckles by 42%. Also you are able to move 10% faster while using your fists or knuckles.",攻撃力と攻撃速度を42%上昇させ、拳系武器使用時の移動速度を+10%します。,"Erhöhe deinen Schaden und dein Angriffstempo im Faustkampf um 42%. Außerdem erhöht sich dein Lauftempo um 10%."
BrawlingMasteryRank9LongDesc,progression,skills,New,"Increase your entity damage and attack speed with your fists and knuckles by 46%. Also you are able to move 10% faster while using your fists or knuckles.",攻撃力と攻撃速度を46%上昇させ、拳系武器使用時の移動速度を+10%します。,"Erhöhe deinen Schaden und dein Angriffstempo im Faustkampf um 46%. Außerdem erhöht sich dein Lauftempo um 10%."
BrawlingMasteryRank10LongDesc,progression,skills,New,"Increase your entity damage and attack speed with your fists and knuckles by 50%. Also you are able to move 20% faster while using your fists or knuckles.",攻撃力と攻撃速度を50%上昇させ、拳系武器使用時の移動速度を+20%します。,"Erhöhe deinen Schaden und dein Angriffstempo im Faustkampf um 50%. Außerdem erhöht sich dein Lauftempo um 20%."

BladeMasteryName,progression,skills,New,Blade Mastery,ナイフマスター,Klingen-Experte
BladeMasteryDesc,progression,skills,New,You've mastered the arts of the blade.,刃物の取り扱いを習熟し、攻撃力と速度が上昇した。,Du hast dich auf das Kämpfen mit Klingenwaffen spezialisiert.
BladeMasteryRank1Desc,progression,skills,New,"+6% Entity Damage, Attack Speed",ダメージ&攻撃速度+6%,"+6% Schaden, Angriffstempo"
BladeMasteryRank2Desc,progression,skills,New,"+12% Entity Damage, Attack Speed",ダメージ&攻撃速度+12%,"+12% Schaden, Angriffstempo"
BladeMasteryRank3Desc,progression,skills,New,"+18% Entity Damage, Attack Speed",ダメージ&攻撃速度+18%,"+18% Schaden, Angriffstempo"
BladeMasteryRank4Desc,progression,skills,New,"+24% Entity Damage, Attack Speed",ダメージ&攻撃速度+24%,"+24% Schaden, Angriffstempo"
BladeMasteryRank5Desc,progression,skills,New,"+30% Entity Damage, Attack Speed\n+4 max bleeding stacks",ダメージ&攻撃速度+30%\n出血スタック+4,"+30% Schaden, Angriffstempo\n+4 max. Kumulationen von Blutung"
BladeMasteryRank6Desc,progression,skills,New,"+34% Entity Damage, Attack Speed\n+4 max bleeding stacks",ダメージ&攻撃速度+34%\n出血スタック+4,"+34% Schaden, Angriffstempo\n+4 max. Kumulationen von Blutung"
BladeMasteryRank7Desc,progression,skills,New,"+38% Entity Damage, Attack Speed\n+4 max bleeding stacks",ダメージ&攻撃速度+38%\n出血スタック+4,"+38% Schaden, Angriffstempo\n+4 max. Kumulationen von Blutung"
BladeMasteryRank8Desc,progression,skills,New,"+42% Entity Damage, Attack Speed\n+4 max bleeding stacks",ダメージ&攻撃速度+42%\n出血スタック+4,"+42% Schaden, Angriffstempo\n+4 max. Kumulationen von Blutung"
BladeMasteryRank9Desc,progression,skills,New,"+46% Entity Damage, Attack Speed\n+4 max bleeding stacks",ダメージ&攻撃速度+46%\n出血スタック+4,"+46% Schaden, Angriffstempo\n+4 max. Kumulationen von Blutung"
BladeMasteryRank10Desc,progression,skills,New,"+50% Entity Damage, Attack Speed\n+8 max bleeding stacks",ダメージ&攻撃速度+50%\n出血スタック+8,"+50% Schaden, Angriffstempo\n+8 max. Kumulationen von Blutung"
BladeMasteryRank1LongDesc,progression,skills,New,"Increase your entity damage and attack speed with bladed weapons by 6%",攻撃力と攻撃速度を6%上昇させます。,"Erhöhe deinen Schaden und dein Angriffstempo mit Klingenwaffen um 6%."
BladeMasteryRank2LongDesc,progression,skills,New,"Increase your entity damage and attack speed with bladed weapons by 12%",攻撃力と攻撃速度を12%上昇させます。,"Erhöhe deinen Schaden und dein Angriffstempo mit Klingenwaffen um 12%."
BladeMasteryRank3LongDesc,progression,skills,New,"Increase your entity damage and attack speed with bladed weapons by 18%",攻撃力と攻撃速度を18%上昇させます。,"Erhöhe deinen Schaden und dein Angriffstempo mit Klingenwaffen um 18%."
BladeMasteryRank4LongDesc,progression,skills,New,"Increase your entity damage and attack speed with bladed weapons by 24%",攻撃力と攻撃速度を24%上昇させます。,"Erhöhe deinen Schaden und dein Angriffstempo mit Klingenwaffen um 24%."
BladeMasteryRank5LongDesc,progression,skills,New,"Increase your entity damage and attack speed with bladed weapons by 30%. Also increase the maximum stacks of bleed you can apply by 4.",攻撃力と攻撃速度を30%上昇させ、出血デバフのスタック量を+4します。,"Erhöhe deinen Schaden und dein Angriffstempo mit Klingenwaffen um 30%. Kumuliere bis zu 4 weitere Stapel von Blutung je Ziel."
BladeMasteryRank6LongDesc,progression,skills,New,"Increase your entity damage and attack speed with bladed weapons by 34%. Also increase the maximum stacks of bleed you can apply by 4.",攻撃力と攻撃速度を34%上昇させ、出血デバフのスタック量を+4します。,"Erhöhe deinen Schaden und dein Angriffstempo mit Klingenwaffen um 34%. Kumuliere bis zu 4 weitere Stapel von Blutung je Ziel."
BladeMasteryRank7LongDesc,progression,skills,New,"Increase your entity damage and attack speed with bladed weapons by 38%. Also increase the maximum stacks of bleed you can apply by 4.",攻撃力と攻撃速度を38%上昇させ、出血デバフのスタック量を+4します。,"Erhöhe deinen Schaden und dein Angriffstempo mit Klingenwaffen um 38%. Kumuliere bis zu 4 weitere Stapel von Blutung je Ziel."
